"Date","Time","Open","High","Low","Close","Vol","OI","UpperBand","LowerBand","MidLine"
12/04/2019,22:00,354.70,355.29,348.82,348.84,3016326,0,379.18,348.42,363.80
12/05/2019,22:00,350.22,350.42,345.59,345.68,4693835,0,380.20,346.55,363.38
12/06/2019,22:00,347.74,354.40,347.11,354.09,2856593,0,380.33,346.10,363.21
12/09/2019,22:00,352.67,353.60,349.57,351.21,2893651,0,380.31,346.14,363.23
12/10/2019,22:00,350.15,351.40,347.45,347.90,2923209,0,380.50,344.04,362.27
12/11/2019,22:00,342.10,350.03,338.50,350.00,7375582,0,380.62,342.63,361.63
12/12/2019,22:00,348.25,351.07,341.00,346.29,5981408,0,380.94,340.69,360.82
12/13/2019,22:00,346.30,349.31,341.10,341.67,4530563,0,381.05,338.01,359.53
12/16/2019,22:00,328.53,336.23,326.43,327.00,16525617,0,382.30,332.29,357.30
12/17/2019,22:00,322.06,330.95,320.61,327.00,13533830,0,382.76,327.59,355.17
12/18/2019,22:00,328.72,335.25,328.14,330.68,7032362,0,382.34,324.38,353.36
12/19/2019,22:00,332.90,334.81,330.98,333.50,5497043,0,380.52,322.45,351.49
12/20/2019,22:00,331.70,335.50,328.00,328.00,9493539,0,379.46,319.67,349.56
12/23/2019,22:00,336.75,340.59,334.20,337.55,9539569,0,376.45,319.30,347.87
12/24/2019,22:00,339.51,339.75,332.62,333.00,4120051,0,372.65,319.09,345.87
12/26/2019,22:00,332.70,333.36,329.30,329.92,4601222,0,368.10,319.27,343.69
12/27/2019,22:00,330.20,333.65,329.17,330.14,4128140,0,364.16,319.43,341.80
12/30/2019,22:00,330.50,330.63,325.71,326.40,4528004,0,360.13,319.48,339.81
12/31/2019,22:00,325.41,326.57,323.32,325.76,5012633,0,358.25,318.42,338.34
01/02/2020,22:00,328.55,333.35,327.70,333.32,4548221,0,356.38,318.42,337.40
01/03/2020,22:00,330.63,334.89,330.30,332.76,3878374,0,354.92,318.27,336.59
01/06/2020,22:00,329.30,334.86,327.88,333.74,5357973,0,353.87,318.12,336.00
01/07/2020,22:00,334.26,344.19,330.71,337.28,9942277,0,351.01,319.30,335.16
01/08/2020,22:00,332.40,334.03,329.60,331.37,8246250,0,348.27,320.06,334.16
01/09/2020,22:00,334.95,341.73,332.05,336.34,8183707,0,346.26,320.91,333.59
